,content,description,title
10,"HBO Max
I imagine three months of physical therapy can't be cheap, so this was just another absolute waste of money by Carrie. But you know what, I get it. If I was as wealthy as Carrie was at this … [+90 chars]",She really blamed Miranda for Big leaving her at the altar.View Entire Post ›,"28 Times Carrie From ""Sex And The City"" Made A Terrible Decision And Absolutely Didn't Learn From It At All"
11,"©Warner Bros/Courtesy Everett Collection, ©Touchstone Television/Courtesy Everett Collection
""Is that so crazy? Hoda Kotb said on Today. Now when you think of 54 and 55, or people in their 50s, you … [+88 chars]","BRB, imagining a crossover episode in an alternate timeline.View Entire Post ›","Apparently, The Women Of ""And Just Like That..."" Are The Same Age As ""The Golden Girls"""
12,Get all the best Tasty recipes in your inbox! Sign up for the Tasty newsletter today!,Kitchen confidential.View Entire Post ›,15 Photos From Restaurant Workers That Give A Wild Behind The Scenes Look At What Really Goes On In Kitchens
13,"Disney
""I couldn't figure out why he was so definitive,"" Jared recalled, ""Until two days later when we heard, 'Bruno, no, no, no."" In the spring of 2020, directors Jared Bush, Byron Howard, co-direc… [+243 chars]","""We Don't Talk About Bruno"" just passed ""Let It Go"" to become the biggest Billboard Hot 100 hit for a Disney movie in 26 years.View Entire Post ›","27 ""Encanto"" Behind-The-Scenes Facts Specifically About All Of The Amazing Songs"
14,"NBC / NBCU Photo Bank via Getty Images
Other TV shows and movies he's featured in:Black Panther, Hotel Artemis, The Predator, Solar Opposites, Big Mouth, Kipo and the Age of Wonderbeasts, The Marvel… [+144 chars]",The show might be ending but the cast is here to stay.View Entire Post ›,"Here's What To Watch If You Can't Get Enough Of The Cast Of ""This Is Us"""
15,"Netflix
*Hint: a lot could go wrong.",2 Tall 2 Furious.View Entire Post ›,"Netflix Dropped The Trailer For ""Tall Girl 2"" And I Spy A New Heartthrob I Will Be Obsessing Over"
16,"This helps eliminate hard water stains, rust, and limescale from things like shower doors, shower stalls, shower glass, windshields, windows, glass, barbecues, chrome, tile, toilets, granite, steel, … [+630 chars]",You might want to avoid looking at these if you just ate.View Entire Post ›,23 Product Before-And-After Photos You Will Probably Loathe Me For Subjecting Your Eyeballs To Seeing
17,"LIAM DANIEL/NETFLIX
If I were to venture an educated guess (and I will, you can't stop me), this still could be from a scene where Kate and Anthony meet for the very first time. If you're a fan of J… [+284 chars]",Daphne's back! And she's giving Anthony a concerned look!View Entire Post ›,"Netflix Just Released ""Bridgerton"" Season 2 First Look Photos, And March 25 Can't Come Fast Enough"
18,Keep up with the latest daily buzz with the BuzzFeed Daily newsletter!,"Go on, have some pun.View Entire Post ›",45 Pictures That Make Me Laugh Uncontrollably No Matter How Many Times I've Seen Them
19,"Astrid Stawiarz / Getty Images for Brooklyn Academy of Music
""We are grateful for Cardi B, a real superstar on and off the mic, for granting some critical financial relief to families of the victims… [+288 chars]","""I'm extremely proud to be from the Bronx and I have lots of family and friends who live and work there still.""View Entire Post ›","A Week After 17 People Were Killed In A Bronx Fire, Cardi B Pledged A Donation To Their Families"
