,content,description,title
10,"John Moore / Getty Images
Habitat loss in Brisbane has also been staggering, with many native grasslands being cleared for suburban plots. Plus, don't forget about the bushfires Australia has had in… [+56 chars]",I miss these Aussie critters.View Entire Post ›,Aussies Are Noticing A Major Decline In Christmas Beetle Numbers And It's Actually Super Concerning
11,"You can fix fraying wires, hang pictures (without a nail), create ergonomic grips on tools, and soooooo much more.
It sets strong because it turns into silicone rubber, permanently bonding to almost… [+1549 chars]","Reviewers love 'em, and so will you.View Entire Post ›",These 53 Products Only *Seem* To Be Too Good To Be True
12,"Jean Catuffe / Getty Images
According to AP News, this makes Carrillo ""the most successful Mexican figure skater in history.""",He's gone from practicing at a shopping center's ice rink to the Beijing olympic stage.View Entire Post ›,Here's Everything You Should Know About Donovan Carrillo — Mexico's Most Successful Figure Skater In History
13,"Netflix
This zombie-horror series, set in South Korea, chiefly revolves around a high school that has spawned a zombie outbreak, leaving handful of students and teachers surrounded by ravenous horde… [+152 chars]",The villain ended up doing some good.View Entire Post ›,"21 Hard-Hitting Moments From ""All Of Us Are Dead"""
14,"New York Daily News Archive / NY Daily News via Getty Images
The show stars Lily James as Pamela, Sebastian Stan as Tommy, and Seth Rogen as electrician Rand Gauthier, who famously stole the couple'… [+69 chars]",The likeness is uncanny.View Entire Post ›,"These Side-By-Side Photos Of The ""Pam & Tommy"" Cast Vs The IRL People They Played Are Simply Astounding"
15,"Here's why my colleague absolutely loves her table (pictured above): 
""YES, OMG! THIS IS MY TABLE AND I AM BEYOND HAPPY WITH IT. It is hands-down the most beautiful piece of decor in my home and I'm… [+957 chars]",From gorgeous handcrafted home goods to stylish must-have wardrobe pieces.View Entire Post ›,27 Splurge-Worthy Products From Black-Owned Businesses
16,"Promising review: ""I was lucky enough to have clear skin in high school so I never understood how awful acne really is. When I was about 2122 years old, I switched to a birth control implant, and tha… [+813 chars]","Colorful palettes, easy-to-use skincare products, and playful blushes you'll likely want to brag about.View Entire Post ›",34 Beauty Products To Help Freshen Up Your Routine
17,"A24 / Via youtube.comBuckley will star alongside Rory Kinner (Black Mirror, The James Bond franchise) and Paapa Essiedu (I May Destroy You), and given their past work, it looks like they will all giv… [+51 chars]","""What haunts you will find you.""View Entire Post ›","A24 Released A Mind-Boggling Trailer For Alex Garland's Next Film, ""Men"""
18,"We hope you love the products we recommend! All of them were independently selected by our editors. Just so you know, BuzzFeed collects a share of sales and/or other compensation from the links on th… [+85 chars]",Because a house isn't a home without a lil' fun.View Entire Post ›,15 Things From Shop BuzzFeed That’ll Make Fun Additions To Your Home
19,"Juan Naharro Gimenez / WireImage / Getty Images
Of Sally Rooney's famously intimate writing, Joe added: ""I think one of the interesting things about Sally's writings and what she explores is happine… [+322 chars]","""I'm obviously happy in a monogamous relationship.""View Entire Post ›",Joe Alwyn Just Gave Us A Rare Peek Into His Relationship With Taylor Swift
